135504, 128, 4, 0
119287, 128, 8, 0
120509, 128, 16, 0
125056, 128, 32, 0
237634, 256, 4, 0
239272, 256, 8, 0
236561, 256, 16, 0
248408, 256, 32, 0
471086, 512, 4, 0
473202, 512, 8, 0
461723, 512, 16, 0
490961, 512, 32, 0
1846428, 2048, 4, 0
1885353, 2048, 8, 0
1864467, 2048, 16, 0
1948748, 2048, 32, 0
29712803, 32768, 4, 0
29963199, 32768, 8, 0
29772314, 32768, 16, 0
31154034, 32768, 32, 0
115184, 128, 4, 1
115903, 128, 8, 1
115098, 128, 16, 1
120354, 128, 32, 1
229842, 256, 4, 1
231687, 256, 8, 1
230198, 256, 16, 1
240648, 256, 32, 1
459883, 512, 4, 1
464367, 512, 8, 1
460085, 512, 16, 1
482608, 512, 32, 1
1838366, 2048, 4, 1
1851014, 2048, 8, 1
1839452, 2048, 16, 1
1930844, 2048, 32, 1
29433047, 32768, 4, 1
29653756, 32768, 8, 1
29444879, 32768, 16, 1
30874097, 32768, 32, 1
114893, 128, 4, 2
115633, 128, 8, 2
114743, 128, 16, 2
120565, 128, 32, 2
229857, 256, 4, 2
231299, 256, 8, 2
229817, 256, 16, 2
240822, 256, 32, 2
471869, 512, 4, 2
462798, 512, 8, 2
459500, 512, 16, 2
480428, 512, 32, 2
1837358, 2048, 4, 2
1852336, 2048, 8, 2
1838100, 2048, 16, 2
1926516, 2048, 32, 2
29422439, 32768, 4, 2
29635523, 32768, 8, 2
29439487, 32768, 16, 2
30876467, 32768, 32, 2
114849, 128, 4, 3
116708, 128, 8, 3
114801, 128, 16, 3
120078, 128, 32, 3
229589, 256, 4, 3
231778, 256, 8, 3
229483, 256, 16, 3
238992, 256, 32, 3
459416, 512, 4, 3
462567, 512, 8, 3
459386, 512, 16, 3
483220, 512, 32, 3
1842971, 2048, 4, 3
1856063, 2048, 8, 3
1842402, 2048, 16, 3
1928658, 2048, 32, 3
29500500, 32768, 4, 3
29957610, 32768, 8, 3
29551080, 32768, 16, 3
30895381, 32768, 32, 3
115180, 128, 4, 4
116303, 128, 8, 4
115253, 128, 16, 4
120837, 128, 32, 4
229911, 256, 4, 4
231688, 256, 8, 4
230209, 256, 16, 4
241621, 256, 32, 4
459267, 512, 4, 4
463247, 512, 8, 4
459986, 512, 16, 4
483102, 512, 32, 4
1839446, 2048, 4, 4
1854470, 2048, 8, 4
1842393, 2048, 16, 4
1929194, 2048, 32, 4
29539234, 32768, 4, 4
29692073, 32768, 8, 4
29550047, 32768, 16, 4
31003922, 32768, 32, 4
