4,1,2,3,4,5,6,7 
128257165, 128, 4, 0
134153, 128, 4, 0
127524, 128, 4, 0
129091, 128, 4, 0
120234, 128, 4, 0
118937, 128, 4, 0
8405, 128, 4, 0

256490522, 256, 4, 0
265717, 256, 4, 0
260576, 256, 4, 0
337117, 256, 4, 0
242150, 256, 4, 0
238470, 256, 4, 0
16052, 256, 4, 0

512975916, 512, 4, 0
532029, 512, 4, 0
526857, 512, 4, 0
564638, 512, 4, 0
480831, 512, 4, 0
534971, 512, 4, 0
31769, 512, 4, 0

10241974365, 1024, 4, 0
1058028, 1024, 4, 0
1023746, 1024, 4, 0
1036926, 1024, 4, 0
981960, 1024, 4, 0
949969, 1024, 4, 0
73456, 1024, 4, 0

20483932976, 2048, 4, 0
2125508, 2048, 4, 0
2173591, 2048, 4, 0
2063294, 2048, 4, 0
1913854, 2048, 4, 0
